AMC,Fund Name,Morning star rating,Value Research rating,1 month return,NAV,1 Year return,3 Year Return,Minimum investment,Fund Manager,AUM,Category,Risk
hdfc mutual fund,HDFC Dynamic Debt-G 54EA,0,3,1.17%,85.12,9.04%,5.21%,Rs.100.0,Anil Bamboli,747.88 cr,Debt,Moderate
hdfc mutual fund,HDFC Dynamic Debt-G 54EB,0,3,1.17%,85.12,9.04%,5.21%,Rs.100.0,Anil Bamboli,747.88 cr,Debt,Moderate
hdfc mutual fund,HDFC Balanced Advantage-G,5,5,1.87%,510.83,33.79%,23.75%,Rs.100.0,Anil Bamboli,95391.46 cr,Hybrid,Moderate 
hdfc mutual fund,HDFC Overnight-G,3,2,0.53%,3626.68,6.68%,5.56%,Rs.100.0,Anil Bamboli,9577.9 cr,Debt,Low
hdfc mutual fund,HDFC Arbitrage Retail-G,3,0,0.55%,28.19,7.62%,5.72%,Rs.5000.0,Anil Bamboli,15819.35 cr,Hybrid,Low
dsp mutual fund,DSP Nifty Top 10 Equal Weight Index Reg-G,0,0,0,10.09,0,0,Rs.100.0,Anil Ghelani,0.0 cr,Other,Very High
dsp mutual fund,DSP Quant Reg-G,0,0,8.32%,22.85,29.35%,9.70%,Rs.100.0,Anil Ghelani,1121.41 cr,Equity,Very High
dsp mutual fund,DSP Nifty Smallcap250 Quality 50 Index Reg-G,0,0,9.68%,13.53,0,0,Rs.100.0,Anil Ghelani,152.02 cr,Other,Very High
dsp mutual fund,DSP Nifty 50 Equal Weight Index Reg-G,0,4,5.79%,26.14,37.60%,19.38%,Rs.100.0,Anil Ghelani,1787.49 cr,Other,Low 
dsp mutual fund,DSP Nifty Midcap 150 Quality 50 Index Reg-G,0,0,5.32%,15.49,35.83%,0,Rs.100.0,Anil Ghelani,303.45 cr,Other,Very High
dsp mutual fund,DSP Gold ETF FoF Reg-G,0,0,3.73%,11.74,0,0,Rs.100.0,Anil Ghelani,35.44 cr,Other,High
dsp mutual fund,DSP Nifty Bank Index Reg-G,0,0,4.14%,10.59,0,0,Rs.100.0,Anil Ghelani,40.24 cr,Other,Very High
dsp mutual fund,DSP Nifty 50 Index Reg-G,0,3,5.05%,24.28,27.18%,14.27%,Rs.100.0,Anil Ghelani,630.65 cr,Other,Very High
dsp mutual fund,DSP Nifty Next 50 Index Reg-G,0,4,5.34%,29.09,64.99%,20.95%,Rs.100.0,Anil Ghelani,777.91 cr,Other,Low 
aditya birla sun life mutual fund,Aditya Birla SL Manufacturing Equity Reg-G,0,0,6.06%,34.13,49.43%,18.56%,Rs.100.0,Anil Shah,1190.84 cr,Equity,Very High
aditya birla sun life mutual fund,Aditya Birla SL Business Cycle Reg-G,0,0,4.50%,15.59,34.22%,0,Rs.100.0,Anil Shah,1879.98 cr,Equity,Very High
aditya birla sun life mutual fund,Aditya Birla SL Flexi Cap Reg-G,0,2,7.10%,1804.24,36.75%,15.92%,Rs.100.0,Anil Shah,23228.33 cr,Equity,Moderate 
aditya birla sun life mutual fund,Aditya Birla SL Mid Cap Reg-G,2,2,7.74%,825.5,45.57%,21.98%,Rs.100.0,Anil Shah,6148.92 cr,Equity,High 
aditya birla sun life mutual fund,Aditya Birla SL Special Opportunities Reg-G,0,0,7.53%,25,42.37%,17.28%,Rs.100.0,Anil Shah,804.58 cr,Equity,High 
pgim india mutual fund,PGIM India Small Cap Reg-G,1,1,7.58%,16.74,37.55%,16.80%,Rs.1000.0,Aniruddha Naha,1578.03 cr,Equity,Very High 
pgim india mutual fund,PGIM India Flexi Cap Reg-G,0,2,6.67%,36.8,29.40%,11.51%,Rs.1000.0,Aniruddha Naha,6561.98 cr,Equity,Very High
icici prudential mutual fund,ICICI Pru Innovation-G,0,0,4.95%,18.45,54.65%,0,Rs.100.0,Anish Tawakley,6212.8 cr,Equity,Very High
nippon india mutual fund,Nippon India Arbitrage-G,0,4,0.51%,25.21,7.55%,5.90%,Rs.100.0,Anju Chhajer,15827.4 cr,Hybrid,Low
nippon india mutual fund,Nippon India Money Market-G,4,4,0.59%,3905.17,7.60%,6.28%,Rs.100.0,Anju Chhajer,17581.83 cr,Debt,Low to Moderate
nippon india mutual fund,Nippon India Liquid-G,5,3,0.57%,6033.3,7.31%,5.96%,Rs.100.0,Anju Chhajer,32552.32 cr,Debt,Moderate
nippon india mutual fund,Nippon IndiaLow Duration-G,4,3,0.56%,3523.72,7.05%,5.64%,Rs.100.0,Anju Chhajer,6261.57 cr,Debt,Low to Moderate
nippon india mutual fund,Nippon India Floating Rate-G,4,3,0.72%,42.24,7.73%,5.79%,Rs.100.0,Anju Chhajer,7708.05 cr,Debt,Moderate
nippon india mutual fund,Nippon India Overnight Reg-G,0,4,0.54%,131.71,6.72%,5.62%,Rs.100.0,Anju Chhajer,8498.93 cr,Debt,Low
nippon india mutual fund,Nippon India Japan Equity-G,0,0,4.17%,18.86,16.26%,0.69%,Rs.1000.0,Anju Chhajer,271.05 cr,Equity,Very High
nippon india mutual fund,Nippon India US Equity Opportunities-G,0,0,4.89%,31.79,22.55%,7.64%,Rs.1000.0,Anju Chhajer,682.11 cr,Equity,Very High
nippon india mutual fund,Nippon IndiaLow Duration Retail-G,4,0,0.54%,3350.61,6.88%,5.51%,Rs.500.0,Anju Chhajer,6261.57 cr,Debt,Low to Moderate
nippon india mutual fund,Nippon India Quarterly Interval Series I Reta,0,0,0.46%,32.45,6.69%,5.69%,Rs.5000.0,Anju Chhajer,2.75 cr,Debt,Low
nippon india mutual fund,Nippon India Monthly Interval Series I Retail,0,0,0.46%,31.9,5.95%,5.45%,Rs.5000.0,Anju Chhajer,3.19 cr,Debt,Low
nippon india mutual fund,Nippon India Monthly Interval Series II Retai,0,0,0.46%,31.69,6%,5.24%,Rs.5000.0,Anju Chhajer,3.65 cr,Debt,Low
nippon india mutual fund,Nippon India Quarterly Interval Series III Re,0,0,0.47%,32.83,6.64%,5.99%,Rs.5000.0,Anju Chhajer,3.66 cr,Debt,Low
nippon india mutual fund,Nippon India Liquid Ret-G,4,0,0.52%,5369.18,6.72%,5.33%,Rs.5000.0,Anju Chhajer,32552.32 cr,Debt,Moderate
nippon india mutual fund,Nippon India Quarterly Interval Series II Ret,0,0,0.56%,34.21,7.33%,6.15%,Rs.5000.0,Anju Chhajer,48.37 cr,Debt,Moderate
uti mutual fund,UTI Mid Cap Reg-G,2,2,6.12%,324.15,41.91%,20.30%,Rs.500.0,Ankit Agarwal,12646.34 cr,Equity,High 
uti mutual fund,UTI Small Cap Reg-G,2,2,7.48%,26.92,40.85%,23.20%,Rs.500.0,Ankit Agarwal,4572.85 cr,Equity,Very High 
uti mutual fund,UTI Innovation Reg-G,0,0,6.89%,13.18,0,0,Rs.500.0,Ankit Agarwal,820.98 cr,Equity,Very High
mirae asset mutual fund,Mirae Asset Midcap Reg-G,3,3,6.23%,37.47,41.75%,22.22%,Rs.500.0,Ankit Jain,17560.99 cr,Equity,High 
mirae asset mutual fund,Mirae Asset Multicap Reg-G,0,0,5.40%,14.31,37%,0,Rs.500.0,Ankit Jain,3402.75 cr,Equity,Very High
mirae asset mutual fund,Mirae Asset Great Consumer Reg-G,4,4,7.44%,101.32,43.99%,22.78%,Rs.500.0,Ankit Jain,4233.21 cr,Equity,High 
taurus mutual fund,Taurus Flexi Cap Reg-G,0,2,3.81%,240.02,36.02%,17.29%,Rs.500.0,Ankit Tikmany,387.17 cr,Equity,Moderate 
taurus mutual fund,Taurus Large Cap Reg-G,1,2,2.99%,161.48,36.44%,16.12%,Rs.500.0,Ankit Tikmany,51.98 cr,Equity,Moderate 
taurus mutual fund,Taurus Large Cap Reg-G Bonus,0,2,2.99%,161.48,36.44%,16.12%,Rs.500.0,Ankit Tikmany,51.98 cr,Equity,Moderate 
hsbc mutual fund,HSBC Focused Fund Reg-G,3,2,6.88%,25.64,37.43%,15.66%,Rs.500.0,Ankur Arora,1810.76 cr,Equity,Very High
hsbc mutual fund,HSBC Large Cap-G,3,3,5.34%,492.11,34.29%,15.65%,Rs.500.0,Ankur Arora,2015.36 cr,Equity,Very High
motilal oswal mutual fund,Motilal Oswal Multi Asset Reg-G,0,1,7.26%,14.31,15.24%,9.94%,Rs.500.0,Ankush Sood,110.21 cr,Hybrid,Very High
motilal oswal mutual fund,Motilal Oswal Developed Market Ex US ETFs FoF,0,0,5.13%,11.86,0,0,Rs.500.0,Ankush Sood,33.61 cr,Other,Very High
motilal oswal mutual fund,Motilal Oswal MSCI EAFE Top 100 Select Index,0,0,0,11.66,0,0,Rs.500.0,Ankush Sood,36.44 cr,Other,Very High
bandhan mutual fund,Bandhan Sterling Value Reg-G,2,3,5.56%,156.4,39.04%,23.26%,Rs.100.0,Anoop Bhaskar,10412.26 cr,Equity,High 
bandhan mutual fund,Bandhan Core Equity Reg-G,4,4,6.67%,138.17,55.87%,26.66%,Rs.100.0,Anoop Bhaskar,6552.58 cr,Equity,Moderately High 
bandhan mutual fund,Bandhan Small Cap Reg-G,3,3,10.28%,48.18,75.93%,28.98%,Rs.100.0,Anoop Bhaskar,7534.2 cr,Equity,Very High 
bandhan mutual fund,Bandhan Flexi Cap Reg-G,0,3,6.63%,213.11,36.79%,16.69%,Rs.100.0,Anoop Bhaskar,7757.92 cr,Equity,Moderate 
bandhan mutual fund,Bandhan Hybrid Equity Reg-G,3,2,5.89%,25.21,29.70%,13.98%,Rs.100.0,Anoop Bhaskar,788.47 cr,Hybrid,Very High
taurus mutual fund,Taurus Ethical Reg-G,2,0,5.08%,140.55,41.04%,17.74%,Rs.500.0,Anuj Kapil,240.26 cr,Equity,High 
icici prudential mutual fund,ICICI Pru Nifty SDL Sep 2027 Index-G,0,0,0.69%,11.54,8.40%,0,Rs.500.0,Anuj Tagra,1780.75 cr,Other,Low to Moderate
icici prudential mutual fund,ICICI Pru Nifty SDL Sep 2026 Index-G,0,0,0.62%,11.31,7.97%,0,Rs.500.0,Anuj Tagra,264.79 cr,Other,Low to Moderate
icici prudential mutual fund,ICICI Pru Nifty PSU Bond Plus SDL Sep 2027 40,0,0,0.69%,11.6,8.07%,0,Rs.500.0,Anuj Tagra,8793.86 cr,Other,Low to Moderate
icici prudential mutual fund,ICICI Pru Nifty G-Sec Dec 2030 Index-G,0,0,0.90%,11.74,9.14%,0,Rs.500.0,Anuj Tagra,928.01 cr,Other,Moderate
icici prudential mutual fund,ICICI Pru Nifty SDL Dec 2028 Index-G,0,0,0.79%,11.7,8.70%,0,Rs.500.0,Anuj Tagra,956.91 cr,Other,Moderate
hdfc mutual fund,HDFCLow Duration-G,4,2,0.54%,54.4,7.09%,5.72%,Rs.100.0,Anupam Joshi,17940.45 cr,Debt,Low to Moderate
hdfc mutual fund,HDFC Corporate Bond-G,4,4,0.81%,30.48,8.08%,5.83%,Rs.100.0,Anupam Joshi,30370.8 cr,Debt,Moderate
axis mutual fund,Axis Small Cap Reg-G,3,4,7.62%,108.36,39.60%,22.75%,Rs.100.0,Anupam Tiwari,23771.71 cr,Equity,Very High 
axis mutual fund,Axis Multicap Reg-G,0,0,7.46%,18.15,53.04%,0,Rs.100.0,Anupam Tiwari,6551.48 cr,Equity,Very High
uti mutual fund,UTI Money Market Discontinued-G,4,0,0.56%,6706.89,7.06%,5.75%,Rs.10000.0,Anurag Mittal,15066.64 cr,Debt,Moderate
uti mutual fund,UTILow Duration Discontinued-G,4,0,0.67%,5903.26,6.99%,7.17%,Rs.10000.0,Anurag Mittal,2794.82 cr,Debt,Low to Moderate
uti mutual fund,UTI Money Market Reg-G,4,5,0.61%,2900.52,7.59%,6.27%,Rs.500.0,Anurag Mittal,15066.64 cr,Debt,Moderate
uti mutual fund,UTI Gilt Fund with 10 year Constant Duration,0,0,1.18%,11.81,9.14%,0,Rs.500.0,Anurag Mittal,164.56 cr,Debt,Moderate
uti mutual fund,UTILow Duration Reg-G,5,5,0.70%,3335.79,7.47%,7.65%,Rs.500.0,Anurag Mittal,2794.82 cr,Debt,Low to Moderate
uti mutual fund,UTI Balanced Advantage Reg-G,0,0,3.02%,12.19,19.33%,0,Rs.500.0,Anurag Mittal,3036.71 cr,Hybrid,Moderately High
uti mutual fund,UTI Corporate Bond Reg-G,4,4,0.77%,15.34,7.76%,5.54%,Rs.500.0,Anurag Mittal,3943.43 cr,Debt,Moderate
uti mutual fund,UTI Banking & PSU Reg-G,5,1,0.62%,20.55,7.47%,7.72%,Rs.500.0,Anurag Mittal,831.84 cr,Debt,Moderate
kotak mahindra mutual fund,Kotak Focused Equity Reg-G,3,3,4.88%,25.59,36.57%,16.52%,Rs.100.0,Arjun Khanna,3672.18 cr,Equity,Moderately High 
kotak mahindra mutual fund,Kotak International REIT FOF Reg-G,0,0,8.93%,10.37,15.35%,0.69%,Rs.100.0,Arjun Khanna,61.71 cr,Other,Very High
kotak mahindra mutual fund,Kotak Global Innovation FoF Reg-G,0,0,5.57%,10.04,23.02%,0.21%,Rs.100.0,Arjun Khanna,744.07 cr,Other,Very High
kotak mahindra mutual fund,Kotak Global Emerging Market Reg-G,2,0,1.55%,22.5,12.38%,0.74%,Rs.100.0,Arjun Khanna,88.66 cr,Other,Very High
hdfc mutual fund,HDFC NIFTY Realty Index Reg-G,0,0,2.44%,11.82,0,0,Rs.100.0,Arun Agarwal,114.32 cr,Other,Very High
hdfc mutual fund,HDFC BSE 500 Index Reg-G,0,0,5.28%,15.96,35.50%,0,Rs.100.0,Arun Agarwal,168.54 cr,Other,Very High
hdfc mutual fund,HDFC NIFTY Midcap 150 Index Fund Reg-G,0,0,5.42%,18.73,46.34%,0,Rs.100.0,Arun Agarwal,223.37 cr,Other,Very High
hdfc mutual fund,HDFC NIFTY Smallcap 250 Index Reg-G,0,0,7.81%,20,51.71%,0,Rs.100.0,Arun Agarwal,301.01 cr,Other,Very High
hdfc mutual fund,HDFC NIFTY100Low Volatility 30 Index Reg-G,0,0,6.91%,10.84,0,0,Rs.100.0,Arun Agarwal,340.66 cr,Other,Very High
hdfc mutual fund,HDFC Nifty500 Multicap 50:25:25 Index Reg-G,0,0,0,10.22,0,0,Rs.100.0,Arun Agarwal,382.0 cr,Other,Very High
hdfc mutual fund,HDFC NIFTY200 Momentum 30 Index Reg-G,0,0,3.35%,12.2,0,0,Rs.100.0,Arun Agarwal,774.62 cr,Other,Very High
axis mutual fund,Axis Quant Reg-G,0,0,4.73%,17.49,38.37%,17.06%,Rs.100.0,Ashish Naik,1173.98 cr,Equity,Moderately High 
axis mutual fund,Axis Nifty Bank Index Reg-G,0,0,4.15%,10.59,0,0,Rs.100.0,Ashish Naik,122.11 cr,Other,Very High
axis mutual fund,Axis Innovation Reg-G,0,0,5.90%,18.92,39.01%,13.11%,Rs.100.0,Ashish Naik,1278.78 cr,Equity,Very High
axis mutual fund,Axis Nifty 100 Index Reg-G,0,3,5.00%,22.4,32.39%,14.53%,Rs.100.0,Ashish Naik,1695.2 cr,Other,Very High
axis mutual fund,Axis Business Cycles Reg-G,0,0,5.82%,16.9,38.52%,0,Rs.100.0,Ashish Naik,2841.11 cr,Equity,Very High
axis mutual fund,Axis BSE Sensex Index Reg-G,0,0,4.97%,11.39,0,0,Rs.100.0,Ashish Naik,45.53 cr,Other,Very High
nippon india mutual fund,Nippon India Asset Allocator FoF Reg-G,0,5,4.03%,20.08,29.85%,18.56%,Rs.100.0,Ashutosh Bhargava,256.13 cr,Other,Very High
nippon india mutual fund,Nippon India Quant Retail-G,3,0,4.64%,71.82,44.16%,21.85%,Rs.100.0,Ashutosh Bhargava,82.75 cr,Equity,Moderately High 
edelweiss mutual fund,Edelweiss Flexi Cap Reg-G,0,4,6.38%,39.48,46.28%,20.26%,Rs.100.0,Ashwani Kumar Agarwalla,2340.48 cr,Equity,Moderate 
edelweiss mutual fund,Edelweiss ELSS Tax Saver Reg-G,2,2,5.78%,113.51,37.60%,17.38%,Rs.500.0,Ashwani Kumar Agarwalla,403.56 cr,Equity,Moderate 
jm financial mutual fund,JM Focused-G,2,4,4.06%,21.21,43.16%,22.91%,Rs.100.0,Asit Bhandarkar,164.83 cr,Equity,Moderately High 
jm financial mutual fund,JM Arbitrage-G,3,2,0.48%,31.06,7.22%,5.57%,Rs.100.0,Asit Bhandarkar,179.85 cr,Hybrid,Low
jm financial mutual fund,JM Small Cap Reg-G,0,0,8.81%,10.95,0,0,Rs.100.0,Asit Bhandarkar,515.94 cr,Equity,Very High
jm financial mutual fund,JM Aggressive Hybrid-G,4,5,4.81%,130.14,48.70%,23.46%,Rs.100.0,Asit Bhandarkar,578.07 cr,Hybrid,Moderate 
jm financial mutual fund,JM ELSS Tax Saver-G,4,4,5.89%,52.26,51.46%,22.94%,Rs.500.0,Asit Bhandarkar,181.35 cr,Equity,Moderate 
dsp mutual fund,DSP Flexi Cap -G,0,3,7.68%,106.95,39.11%,16.44%,Rs.100.0,Atul Bhole,12139.36 cr,Equity,Moderate 
aditya birla sun life mutual fund,Aditya Birla SL ELSS Tax Saver Reg-G,2,1,6.31%,61.63,35.04%,13.14%,Rs.500.0,Atul Penkar,16830.53 cr,Equity,Very High
aditya birla sun life mutual fund,Aditya Birla SL ELSS Tax Saver Reg-G LPS,2,1,6.31%,61.63,35.04%,13.14%,Rs.500.0,Atul Penkar,16830.53 cr,Equity,Very High
aditya birla sun life mutual fund,Aditya Birla SL Tax Plan-G,0,0,0,47.49,0,0,Rs.500.0,Atul Penkar,314.6 cr,Equity,Very High
canara robeco mutual fund,Canara Robeco Equity Hybrid Reg-G,3,3,4.83%,358.9,28.85%,13.27%,Rs.1000.0,Avnish Jain,11094.59 cr,Hybrid,Very High
canara robeco mutual fund,Canara Robeco Dynamic Bond Reg-G,3,2,1.12%,28.12,8.20%,5.12%,Rs.1000.0,Avnish Jain,111.52 cr,Debt,Moderate
canara robeco mutual fund,Canara Robeco Dynamic Bond Reg-G Auto Repurch,0,2,1.12%,28.12,8.20%,5.12%,Rs.1000.0,Avnish Jain,111.52 cr,Debt,Moderate
canara robeco mutual fund,Canara Robeco Income Reg-G,3,2,0.94%,52.84,7.89%,4.49%,Rs.1000.0,Avnish Jain,116.18 cr,Debt,Moderate
canara robeco mutual fund,Canara Robeco Income Reg-G Auto Repurchase,0,2,0.94%,52.84,7.89%,4.49%,Rs.1000.0,Avnish Jain,116.18 cr,Debt,Moderate
canara robeco mutual fund,Canara Robeco Gilt Reg-G,3,3,1.36%,72.04,9.32%,5.66%,Rs.1000.0,Avnish Jain,117.1 cr,Debt,Moderate
canara robeco mutual fund,Canara Robeco Gilt Reg-G Auto Repurchase,0,3,1.36%,72.04,9.32%,5.66%,Rs.1000.0,Avnish Jain,117.1 cr,Debt,Moderate
canara robeco mutual fund,Canara Robeco Savings Reg-G,4,3,0.56%,39.7,7.15%,5.67%,Rs.1000.0,Avnish Jain,1218.56 cr,Debt,Low to Moderate
canara robeco mutual fund,Canara Robeco Banking and PSU Debt Reg-G,0,0,0.67%,11.37,7.29%,0,Rs.1000.0,Avnish Jain,238.24 cr,Debt,Moderate
canara robeco mutual fund,Canara Robeco Liquid Reg-G,5,5,0.58%,2973.87,7.35%,6.02%,Rs.1000.0,Avnish Jain,3763.88 cr,Debt,Low to Moderate
canara robeco mutual fund,Canara Robeco Conservative Hybrid Reg-G,3,4,2.19%,92.98,13.06%,7.37%,Rs.1000.0,Avnish Jain,968.97 cr,Hybrid,Moderately High
canara robeco mutual fund,Canara Robeco Conservative Hybrid Reg-G Auto,0,4,2.19%,92.98,13.06%,7.37%,Rs.1000.0,Avnish Jain,968.97 cr,Hybrid,Moderately High
mirae asset mutual fund,Mirae Asset Equity Allocator FoF Reg-G,0,4,5.17%,25.56,35.78%,17.47%,Rs.500.0,Bharti Sawant,878.74 cr,Other,Moderate 
edelweiss mutual fund,Edelweiss Large Cap B-G,4,0,5.13%,87.33,34.04%,16.55%,Rs.100.0,Bhavesh Jain,1081.35 cr,Equity,Moderate 
edelweiss mutual fund,Edelweiss Large Cap C-G,4,0,5.14%,86.19,34.04%,16.56%,Rs.100.0,Bhavesh Jain,1081.35 cr,Equity,Moderate 
edelweiss mutual fund,Edelweiss Large Cap Reg-G,4,4,5.14%,86.8,34.03%,16.52%,Rs.100.0,Bhavesh Jain,1081.35 cr,Equity,Moderate 
edelweiss mutual fund,Edelweiss Emerging Markets Opportunities Equi,0,0,0.68%,14.99,9.47%,4.43%,Rs.100.0,Bhavesh Jain,109.61 cr,Other,Very High
edelweiss mutual fund,Edelweiss US Value Equity Offshore Reg-G,0,0,2.88%,30.57,16.61%,9.68%,Rs.100.0,Bhavesh Jain,113.07 cr,Other,Very High
edelweiss mutual fund,Edelweiss Gold and Silver ETF FoF Reg-G,0,0,2.34%,14.46,17.45%,0,Rs.100.0,Bhavesh Jain,113.96 cr,Other,Very High
edelweiss mutual fund,Edelweiss Balanced Advantage Reg-G,4,4,3.53%,51.05,25.55%,12.60%,Rs.100.0,Bhavesh Jain,12399.09 cr,Hybrid,Very High
edelweiss mutual fund,Edelweiss Greater China Equity Off-shore Reg-,0,0,1.22%,32.89,4.70%,13.14%,Rs.100.0,Bhavesh Jain,1244.31 cr,Other,Very High
edelweiss mutual fund,Edelweiss MSCI India Domestic & World Hea,0,2,6.03%,20.32,41.47%,16.18%,Rs.100.0,Bhavesh Jain,159.58 cr,Other,High 
edelweiss mutual fund,Edelweiss Business Cycle Reg-G,0,0,5.18%,10.18,0,0,Rs.100.0,Bhavesh Jain,1878.67 cr,Equity,Very High
edelweiss mutual fund,Edelweiss NIFTY Large Mid Cap 250 Index Reg-G,0,0,5.23%,16.97,39.44%,0,Rs.100.0,Bhavesh Jain,205.59 cr,Other,Very High
edelweiss mutual fund,Edelweiss US Technology Equity FoF Reg-G,0,0,5.61%,22.72,21.75%,4.65%,Rs.100.0,Bhavesh Jain,2181.26 cr,Other,Very High
edelweiss mutual fund,Edelweiss Nifty 100 Quality 30 Index Reg-G,0,0,6.65%,15.7,39.12%,0,Rs.100.0,Bhavesh Jain,53.6 cr,Other,Very High
edelweiss mutual fund,Edelweiss Nifty Midcap150 Momentum 50 Index R,0,0,4.15%,19.29,58.50%,0,Rs.100.0,Bhavesh Jain,636.65 cr,Other,Very High
edelweiss mutual fund,Edelweiss Nifty Next 50 Index Reg-G,0,0,5.31%,17.18,64.35%,0,Rs.100.0,Bhavesh Jain,69.05 cr,Other,Very High
edelweiss mutual fund,Edelweiss Europe Dynamic Equity Offshore Reg-,0,0,4.13%,19.78,20.84%,7.54%,Rs.100.0,Bhavesh Jain,78.22 cr,Other,Very High
edelweiss mutual fund,Edelweiss Nifty Smallcap 250 Index Reg-G,0,0,7.92%,19.01,52.40%,0,Rs.100.0,Bhavesh Jain,79.55 cr,Other,Very High
edelweiss mutual fund,Edelweiss ASEAN Equity Off Shore Reg-G,0,0,10.13%,28.06,16.26%,6.47%,Rs.100.0,Bhavesh Jain,79.84 cr,Other,Very High
edelweiss mutual fund,Edelweiss Nifty AlphaLow Volatility 30 Index,0,0,3.96%,11.35,0,0,Rs.100.0,Bhavesh Jain,91.79 cr,Other,Very High
edelweiss mutual fund,Edelweiss Nifty 50 Index,0,0,5.06%,14.33,26.73%,0,Rs.100.0,Bhavesh Jain,94.51 cr,Other,Very High
edelweiss mutual fund,Edelweiss Recently Listed IPO Reg-G,0,0,8.44%,28.16,36.18%,12.44%,Rs.100.0,Bhavesh Jain,960.42 cr,Equity,Very High
aditya birla sun life mutual fund,Aditya Birla SL Income Reg-G,4,3,1.05%,118.63,8.34%,5.47%,Rs.1000.0,Bhupesh Bameta,2012.1 cr,Debt,Moderate
aditya birla sun life mutual fund,Aditya Birla SL Government Securities Reg-G,4,4,1.33%,77.46,10.01%,5.79%,Rs.1000.0,Bhupesh Bameta,2053.76 cr,Debt,Moderate
aditya birla sun life mutual fund,Aditya Birla SL Government Securities Reg-G I,4,4,1.33%,77.46,10.01%,5.79%,Rs.1000.0,Bhupesh Bameta,2053.76 cr,Debt,Moderate
aditya birla sun life mutual fund,Aditya Birla SL Long Duration Reg-G,0,0,1.43%,12.08,10.17%,0,Rs.500.0,Bhupesh Bameta,131.86 cr,Debt,Moderate
aditya birla sun life mutual fund,Aditya Birla SL CRISIL IBX Gilt June 2027 Ind,0,0,0.66%,10.26,0,0,Rs.500.0,Bhupesh Bameta,19.7 cr,Other,Low to Moderate
aditya birla sun life mutual fund,Aditya Birla SL CRISIL IBX Gilt Apr 2028 Inde,0,0,0.72%,11.14,7.77%,0,Rs.500.0,Bhupesh Bameta,28.57 cr,Other,Low to Moderate
aditya birla sun life mutual fund,Aditya Birla SL CRISIL IBX Gilt-April 2026 In,0,0,0.60%,11.5,7.61%,0,Rs.500.0,Bhupesh Bameta,337.33 cr,Other,Low to Moderate
aditya birla sun life mutual fund,Aditya Birla SL Nifty SDL Apr 2027 Index Reg-,0,0,0.61%,11.57,7.95%,0,Rs.500.0,Bhupesh Bameta,4185.24 cr,Other,Low to Moderate
aditya birla sun life mutual fund,Aditya Birla SL CRISIL IBX 60:40 SDL+ AAA PSU,0,0,0.57%,11.27,7.40%,0,Rs.500.0,Bhupesh Bameta,51.36 cr,Other,Low to Moderate
aditya birla sun life mutual fund,Aditya Birla SL Nifty SDL Sep 2025 Index Reg-,0,0,0.58%,11.48,7.53%,0,Rs.500.0,Bhupesh Bameta,76.28 cr,Other,Low to Moderate
aditya birla sun life mutual fund,Aditya Birla SL CRISIL IBX Gilt April 2033 In,0,0,1.05%,10.73,0,0,Rs.500.0,Bhupesh Bameta,87.85 cr,Other,Moderate
pgim india mutual fund,PGIM India Hybrid Equity-G,1,1,4.50%,127.63,23.09%,9.34%,Rs.1000.0,Bhupesh Kalyani,218.79 cr,Hybrid,Very High
bandhan mutual fund,Bandhan Overnight Reg-G,0,3,0.53%,1307.15,6.71%,5.59%,Rs.100.0,Brijesh Shah,1395.36 cr,Debt,Low
bandhan mutual fund,Bandhan US Treasury Bond 3-7 year FoF Reg-G,0,0,0,0,0,0,Rs.100.0,Brijesh Shah,#0ME?,Other,Very High
bandhan mutual fund,Bandhan US Treasury Bond 0-1 year FoF Reg-G,0,0,0.48%,10.94,6.54%,0,Rs.1000.0,Brijesh Shah,150.44 cr,Other,Very High
aditya birla sun life mutual fund,Aditya Birla SL India GenNext Reg-G,4,3,7.08%,228.72,38.96%,18.93%,Rs.100.0,Chanchal Khandelwal,6010.67 cr,Equity,High 
tata mutual fund,Tata Large & Mid Cap Reg-G,3,3,6.18%,554.22,33.64%,19.03%,Rs.100.0,Chandraprakash Padiyar,8412.41 cr,Equity,High 
tata mutual fund,Tata Small Cap Reg-G,4,4,8.40%,43.49,50.95%,28.31%,Rs.100.0,Chandraprakash Padiyar,8878.32 cr,Equity,Very High 
hdfc mutual fund,HDFC Hybrid Equity-G,3,3,3.85%,117.08,21.90%,14.61%,Rs.100.0,Chirag Setalvad,24644.67 cr,Hybrid,Very High
hdfc mutual fund,HDFC Small Cap Reg-G,3,2,6.83%,143.95,38.03%,25.93%,Rs.100.0,Chirag Setalvad,33893.79 cr,Equity,Very High
hdfc mutual fund,HDFC Mid-Cap Opportunities-G,4,4,6.21%,193.57,47.90%,28.94%,Rs.100.0,Chirag Setalvad,75296.23 cr,Equity,High 
bandhan mutual fund,Bandhan ELSS Tax Saver Reg-G,4,4,5.35%,159.23,31.80%,19.82%,Rs.500.0,Daylynn Gerard Paul Pinto,7234.92 cr,Equity,Moderate 
kotak mahindra mutual fund,Kotak Savings Reg-G,4,2,0.55%,40.5,7.02%,5.74%,Rs.100.0,Deepak Agrawal,12644.15 cr,Debt,Low to Moderate
kotak mahindra mutual fund,Kotak Corporate Bond Standard-G,4,4,0.77%,3530.3,7.99%,5.78%,Rs.100.0,Deepak Agrawal,13506.55 cr,Debt,Moderate
